%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
3081000000,28,3081000000,bluerov2/pressure_link,1030.3370861871192,9.0
3181000000,29,3181000000,bluerov2/pressure_link,1030.3687556280745,9.0
3281000000,30,3281000000,bluerov2/pressure_link,1030.4615919233643,9.0
3380000000,31,3381000000,bluerov2/pressure_link,1030.6268313269388,9.0
3481000000,32,3481000000,bluerov2/pressure_link,1030.8154094660285,9.0
3581000000,33,3581000000,bluerov2/pressure_link,1030.8353052644848,9.0
3681000000,34,3681000000,bluerov2/pressure_link,1030.8459143330135,9.0
3781000000,35,3781000000,bluerov2/pressure_link,1030.8574187403985,9.0
3881000000,36,3881000000,bluerov2/pressure_link,1030.8611175899032,9.0
3981000000,37,3981000000,bluerov2/pressure_link,1030.8545429337398,9.0
4081000000,38,4081000000,bluerov2/pressure_link,1030.8528025075307,9.0
4181000000,39,4181000000,bluerov2/pressure_link,1030.8522436935466,9.0
4281000000,40,4281000000,bluerov2/pressure_link,1030.8538517863399,9.0
4381000000,41,4381000000,bluerov2/pressure_link,1030.8602630359771,9.0
4481000000,42,4481000000,bluerov2/pressure_link,1030.8659234846161,9.0
4581000000,43,4581000000,bluerov2/pressure_link,1030.8647496202884,9.0
4681000000,44,4681000000,bluerov2/pressure_link,1030.866923133738,9.0
4781000000,45,4781000000,bluerov2/pressure_link,1030.866723414794,9.0
4881000000,46,4881000000,bluerov2/pressure_link,1030.8671500131484,9.0
4981000000,47,4981000000,bluerov2/pressure_link,1030.8671067097105,9.0
5081000000,48,5081000000,bluerov2/pressure_link,1030.867213360361,9.0
5181000000,49,5181000000,bluerov2/pressure_link,1030.86755681769,9.0
5281000000,50,5281000000,bluerov2/pressure_link,1030.867299962475,9.0
5381000000,51,5381000000,bluerov2/pressure_link,1030.8675819071627,9.0
5481000000,52,5481000000,bluerov2/pressure_link,1030.8677507845748,9.0
5581000000,53,5581000000,bluerov2/pressure_link,1030.8674794314106,9.0
5681000000,54,5681000000,bluerov2/pressure_link,1030.8674620854656,9.0
5781000000,55,5781000000,bluerov2/pressure_link,1030.867506135028,9.0
5881000000,56,5881000000,bluerov2/pressure_link,1030.8679148767462,9.0
5981000000,57,5981000000,bluerov2/pressure_link,1030.8677353502967,9.0
6081000000,58,6081000000,bluerov2/pressure_link,1030.8680045619,9.0
6181000000,59,6181000000,bluerov2/pressure_link,1030.868158193371,9.0
6281000000,60,6281000000,bluerov2/pressure_link,1030.8683735988693,9.0
6381000000,61,6381000000,bluerov2/pressure_link,1030.8685236382612,9.0
6481000000,62,6481000000,bluerov2/pressure_link,1030.868435341129,9.0
6581000000,63,6581000000,bluerov2/pressure_link,1030.8684523428003,9.0
6681000000,64,6681000000,bluerov2/pressure_link,1030.8687049902512,9.0
6781000000,65,6781000000,bluerov2/pressure_link,1030.8680709600462,9.0
6881000000,66,6881000000,bluerov2/pressure_link,1030.8688271835724,9.0
6981000000,67,6981000000,bluerov2/pressure_link,1030.8690405136424,9.0
7081000000,68,7081000000,bluerov2/pressure_link,1030.8689758039234,9.0
7181000000,69,7181000000,bluerov2/pressure_link,1030.8689266616238,9.0
7281000000,70,7281000000,bluerov2/pressure_link,1030.8693620823526,9.0
7381000000,71,7381000000,bluerov2/pressure_link,1030.8694733235272,9.0
7481000000,72,7481000000,bluerov2/pressure_link,1030.8695250386816,9.0
7581000000,73,7581000000,bluerov2/pressure_link,1030.8698020609204,9.0
7681000000,74,7681000000,bluerov2/pressure_link,1030.8695341248172,9.0
7781000000,75,7781000000,bluerov2/pressure_link,1030.8698798050884,9.0
7881000000,76,7881000000,bluerov2/pressure_link,1030.8699220079116,9.0
7981000000,77,7981000000,bluerov2/pressure_link,1030.8699237026665,9.0
8081000000,78,8081000000,bluerov2/pressure_link,1030.870043449046,9.0
8181000000,79,8181000000,bluerov2/pressure_link,1030.8703564834348,9.0
8281000000,80,8281000000,bluerov2/pressure_link,1030.8698048610056,9.0
8381000000,81,8381000000,bluerov2/pressure_link,1030.87031607431,9.0
8481000000,82,8481000000,bluerov2/pressure_link,1030.8704148965812,9.0
8581000000,83,8581000000,bluerov2/pressure_link,1030.8706064001271,9.0
8681000000,84,8681000000,bluerov2/pressure_link,1030.8704338669197,9.0
8781000000,85,8781000000,bluerov2/pressure_link,1030.8705522607897,9.0
8881000000,86,8881000000,bluerov2/pressure_link,1030.8704491275967,9.0
8981000000,87,8981000000,bluerov2/pressure_link,1030.870952986665,9.0
9081000000,88,9081000000,bluerov2/pressure_link,1030.8707109291004,9.0
9181000000,89,9181000000,bluerov2/pressure_link,1030.870720849012,9.0
9281000000,90,9281000000,bluerov2/pressure_link,1030.87084540743,9.0
9381000000,91,9381000000,bluerov2/pressure_link,1030.8711901540184,9.0
9481000000,92,9481000000,bluerov2/pressure_link,1030.8714354034564,9.0
9581000000,93,9581000000,bluerov2/pressure_link,1030.8710144767483,9.0
9681000000,94,9681000000,bluerov2/pressure_link,1030.8713043170912,9.0
9781000000,95,9781000000,bluerov2/pressure_link,1030.8713818692304,9.0
9881000000,96,9881000000,bluerov2/pressure_link,1030.8715174880638,9.0
9981000000,97,9981000000,bluerov2/pressure_link,1030.87177081536,9.0
10081000000,98,10081000000,bluerov2/pressure_link,1030.8715367869397,9.0
10181000000,99,10181000000,bluerov2/pressure_link,1030.8716441444858,9.0
10281000000,100,10281000000,bluerov2/pressure_link,1030.871716413359,9.0
10381000000,101,10381000000,bluerov2/pressure_link,1030.8715676906218,9.0
10481000000,102,10481000000,bluerov2/pressure_link,1030.8723976195324,9.0
10581000000,103,10581000000,bluerov2/pressure_link,1030.8723581825384,9.0
10681000000,104,10681000000,bluerov2/pressure_link,1030.8721596741211,9.0
10781000000,105,10781000000,bluerov2/pressure_link,1030.8724280356266,9.0
10881000000,106,10881000000,bluerov2/pressure_link,1030.8727273351687,9.0
10981000000,107,10981000000,bluerov2/pressure_link,1030.87275501276,9.0
11081000000,108,11081000000,bluerov2/pressure_link,1030.8726382521274,9.0
11181000000,109,11181000000,bluerov2/pressure_link,1030.8729662333549,9.0
11281000000,110,11281000000,bluerov2/pressure_link,1030.873001474347,9.0
11381000000,111,11381000000,bluerov2/pressure_link,1030.8728905776234,9.0
11481000000,112,11481000000,bluerov2/pressure_link,1030.873189939408,9.0
11581000000,113,11581000000,bluerov2/pressure_link,1030.8732119687293,9.0
