%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
5681000000,52,5681000000,bluerov2/pressure_link,1030.8688259533972,9.0
5781000000,53,5781000000,bluerov2/pressure_link,1030.8689595364435,9.0
5881000000,54,5881000000,bluerov2/pressure_link,1030.8691436475478,9.0
5981000000,55,5981000000,bluerov2/pressure_link,1030.8687987151206,9.0
6081000000,56,6081000000,bluerov2/pressure_link,1030.8690940547756,9.0
6181000000,57,6181000000,bluerov2/pressure_link,1030.8691160960716,9.0
6281000000,58,6281000000,bluerov2/pressure_link,1030.8693512882262,9.0
6381000000,59,6381000000,bluerov2/pressure_link,1030.8693571262315,9.0
6481000000,60,6481000000,bluerov2/pressure_link,1030.8696807987533,9.0
6581000000,61,6581000000,bluerov2/pressure_link,1030.869728005051,9.0
6681000000,62,6681000000,bluerov2/pressure_link,1030.8697436630448,9.0
6781000000,63,6781000000,bluerov2/pressure_link,1030.8697565848256,9.0
6881000000,64,6881000000,bluerov2/pressure_link,1030.8700313734385,9.0
6981000000,65,6981000000,bluerov2/pressure_link,1030.8698609828616,9.0
7081000000,66,7081000000,bluerov2/pressure_link,1030.8700320883852,9.0
7181000000,67,7181000000,bluerov2/pressure_link,1030.8702966529318,9.0
7281000000,68,7281000000,bluerov2/pressure_link,1030.870220221855,9.0
7381000000,69,7381000000,bluerov2/pressure_link,1030.870343231843,9.0
7481000000,70,7481000000,bluerov2/pressure_link,1030.8706681781327,9.0
7581000000,71,7581000000,bluerov2/pressure_link,1030.870571485011,9.0
7681000000,72,7681000000,bluerov2/pressure_link,1030.870620151306,9.0
7781000000,73,7781000000,bluerov2/pressure_link,1030.870841278423,9.0
7881000000,74,7881000000,bluerov2/pressure_link,1030.870864412519,9.0
7981000000,75,7981000000,bluerov2/pressure_link,1030.8709179632067,9.0
8081000000,76,8081000000,bluerov2/pressure_link,1030.8709646148457,9.0
8181000000,77,8181000000,bluerov2/pressure_link,1030.8711311591842,9.0
8281000000,78,8281000000,bluerov2/pressure_link,1030.8713376423236,9.0
8381000000,79,8381000000,bluerov2/pressure_link,1030.8709940601054,9.0
8480000000,80,8481000000,bluerov2/pressure_link,1030.8715641672313,9.0
8581000000,81,8581000000,bluerov2/pressure_link,1030.8715336026273,9.0
8681000000,82,8681000000,bluerov2/pressure_link,1030.8715166306554,9.0
8781000000,83,8781000000,bluerov2/pressure_link,1030.8716754354944,9.0
8881000000,84,8881000000,bluerov2/pressure_link,1030.871697390067,9.0
8981000000,85,8981000000,bluerov2/pressure_link,1030.8718855279453,9.0
9081000000,86,9081000000,bluerov2/pressure_link,1030.8719766520853,9.0
9181000000,87,9181000000,bluerov2/pressure_link,1030.872045013357,9.0
9281000000,88,9281000000,bluerov2/pressure_link,1030.8720198218193,9.0
9381000000,89,9381000000,bluerov2/pressure_link,1030.8723822683355,9.0
9481000000,90,9481000000,bluerov2/pressure_link,1030.872436238233,9.0
9581000000,91,9581000000,bluerov2/pressure_link,1030.872511330087,9.0
9681000000,92,9681000000,bluerov2/pressure_link,1030.872372438601,9.0
9781000000,93,9781000000,bluerov2/pressure_link,1030.8726275541626,9.0
9881000000,94,9881000000,bluerov2/pressure_link,1030.8728210044496,9.0
9981000000,95,9981000000,bluerov2/pressure_link,1030.8727976195587,9.0
10081000000,96,10081000000,bluerov2/pressure_link,1030.8729687172495,9.0
10181000000,97,10181000000,bluerov2/pressure_link,1030.8727290766924,9.0
10281000000,98,10281000000,bluerov2/pressure_link,1030.872719312584,9.0
10381000000,99,10381000000,bluerov2/pressure_link,1030.873231593268,9.0
10481000000,100,10481000000,bluerov2/pressure_link,1030.8728909286306,9.0
10581000000,101,10581000000,bluerov2/pressure_link,1030.8731194949705,9.0
10681000000,102,10681000000,bluerov2/pressure_link,1030.8733012386665,9.0
10781000000,103,10781000000,bluerov2/pressure_link,1030.8735104111947,9.0
10881000000,104,10881000000,bluerov2/pressure_link,1030.8736222577534,9.0
10981000000,105,10981000000,bluerov2/pressure_link,1030.8735154360547,9.0
11081000000,106,11081000000,bluerov2/pressure_link,1030.8735432308354,9.0
11181000000,107,11181000000,bluerov2/pressure_link,1030.8739594147958,9.0
11281000000,108,11281000000,bluerov2/pressure_link,1030.8736338938859,9.0
11381000000,109,11381000000,bluerov2/pressure_link,1030.874101317057,9.0
11481000000,110,11481000000,bluerov2/pressure_link,1030.8740718440167,9.0
11581000000,111,11581000000,bluerov2/pressure_link,1030.874207914958,9.0
11681000000,112,11681000000,bluerov2/pressure_link,1030.8744407649572,9.0
11781000000,113,11781000000,bluerov2/pressure_link,1030.8744149302813,9.0
11881000000,114,11881000000,bluerov2/pressure_link,1030.8744896518601,9.0
11981000000,115,11981000000,bluerov2/pressure_link,1030.8741325387566,9.0
12081000000,116,12081000000,bluerov2/pressure_link,1030.8747662278427,9.0
12181000000,117,12181000000,bluerov2/pressure_link,1030.8749266429547,9.0
12281000000,118,12281000000,bluerov2/pressure_link,1030.874780026767,9.0
12381000000,119,12381000000,bluerov2/pressure_link,1030.8749174224276,9.0
12481000000,120,12481000000,bluerov2/pressure_link,1030.8745666188854,9.0
12581000000,121,12581000000,bluerov2/pressure_link,1030.8749551090555,9.0
12681000000,122,12681000000,bluerov2/pressure_link,1030.8749425503884,9.0
12781000000,123,12781000000,bluerov2/pressure_link,1030.8753824457024,9.0
12881000000,124,12881000000,bluerov2/pressure_link,1030.8752726762445,9.0
12981000000,125,12981000000,bluerov2/pressure_link,1030.8752437449918,9.0
13081000000,126,13081000000,bluerov2/pressure_link,1030.8755634704858,9.0
13181000000,127,13181000000,bluerov2/pressure_link,1030.875601008944,9.0
13281000000,128,13281000000,bluerov2/pressure_link,1030.8757761276418,9.0
13381000000,129,13381000000,bluerov2/pressure_link,1030.875871864952,9.0
13481000000,130,13481000000,bluerov2/pressure_link,1030.8759731487364,9.0
13581000000,131,13581000000,bluerov2/pressure_link,1030.8760102133742,9.0
13681000000,132,13681000000,bluerov2/pressure_link,1030.876143767144,9.0
13781000000,133,13781000000,bluerov2/pressure_link,1030.8761920549562,9.0
13881000000,134,13881000000,bluerov2/pressure_link,1030.876013927357,9.0
13981000000,135,13981000000,bluerov2/pressure_link,1030.8760109109319,9.0
14081000000,136,14081000000,bluerov2/pressure_link,1030.8763401293113,9.0
14181000000,137,14181000000,bluerov2/pressure_link,1030.8767365043882,9.0
14281000000,138,14281000000,bluerov2/pressure_link,1030.8767859872532,9.0
14381000000,139,14381000000,bluerov2/pressure_link,1030.8769474559576,9.0
14481000000,140,14481000000,bluerov2/pressure_link,1030.876995818955,9.0
14581000000,141,14581000000,bluerov2/pressure_link,1030.8771073464056,9.0
14681000000,142,14681000000,bluerov2/pressure_link,1030.8772106220058,9.0
14781000000,143,14781000000,bluerov2/pressure_link,1030.877101618381,9.0
14881000000,144,14881000000,bluerov2/pressure_link,1030.8768041315616,9.0
14981000000,145,14981000000,bluerov2/pressure_link,1030.8772946837782,9.0
15081000000,146,15081000000,bluerov2/pressure_link,1030.8772528280485,9.0
15181000000,147,15181000000,bluerov2/pressure_link,1030.8776222848894,9.0
15281000000,148,15281000000,bluerov2/pressure_link,1030.8778308535775,9.0
15381000000,149,15381000000,bluerov2/pressure_link,1030.8777102315455,9.0
15481000000,150,15481000000,bluerov2/pressure_link,1030.8777141061387,9.0
15581000000,151,15581000000,bluerov2/pressure_link,1030.87799629865,9.0
15681000000,152,15681000000,bluerov2/pressure_link,1030.8780242242394,9.0
15781000000,153,15781000000,bluerov2/pressure_link,1030.8780690831315,9.0
15881000000,154,15881000000,bluerov2/pressure_link,1030.878049868663,9.0
15981000000,155,15981000000,bluerov2/pressure_link,1030.8780169614188,9.0
16081000000,156,16081000000,bluerov2/pressure_link,1030.8780825029219,9.0
16181000000,157,16181000000,bluerov2/pressure_link,1030.8780873987798,9.0
16281000000,158,16281000000,bluerov2/pressure_link,1030.8785047946692,9.0
16381000000,159,16381000000,bluerov2/pressure_link,1030.8786385245853,9.0
16481000000,160,16481000000,bluerov2/pressure_link,1030.8786188454303,9.0
16581000000,161,16581000000,bluerov2/pressure_link,1030.878737811205,9.0
16681000000,162,16681000000,bluerov2/pressure_link,1030.8787314538604,9.0
16781000000,163,16781000000,bluerov2/pressure_link,1030.878888415402,9.0
16881000000,164,16881000000,bluerov2/pressure_link,1030.8789593368783,9.0
16981000000,165,16981000000,bluerov2/pressure_link,1030.8791536876952,9.0
17081000000,166,17081000000,bluerov2/pressure_link,1030.8794097323273,9.0
17181000000,167,17181000000,bluerov2/pressure_link,1030.8793022081368,9.0
