timestamp,dvl_velocity_x,dvl_velocity_y,dvl_velocity_z,pressure_fluid_pressure,gt_position_x,gt_position_y,gt_position_z,gt_orientation_x,gt_orientation_y,gt_orientation_z,gt_orientation_w,gt_linear_acceleration_x,gt_linear_acceleration_y,gt_linear_acceleration_z,gt_angular_velocity_x,gt_angular_velocity_y,gt_angular_velocity_z
3541000000,0.7621421527172725,-0.9465228984019616,-0.0152492836571274,1030.86143539755,9.822589883650307,19.3049119523451,-94.78894713416668,-0.0014960102944787,0.0009679872671528,-0.5239365097481128,0.851755457104218,-0.3917044820369524,-1.1791524441306689,-0.0234017870832361,0.0515194720813772,-0.1179534954317063,-1.9288139813335268
3653000000,0.9551003097987144,-0.4462029149892272,0.0452233945385806,1030.8560533090629,9.805018741867228,19.24863885699832,-94.78912753841092,0.0015464444258303,-0.0010057555128667,-0.5622805122395332,0.8269445099407424,-0.2854019769939806,-1.067869376890695,0.0210357177194257,0.0495575595147247,-0.1392201014070748,-1.7457601285135589
3765000000,0.9316313755701784,-0.2212768877954025,-0.0141118298323204,1030.8488374457734,9.776616257718365,19.100922496416683,-94.78766246522908,0.0058816278861122,-0.0047478184162481,-0.653964966823155,0.7564870698443465,-0.1030812330305215,-0.902361132561854,0.0050645145872587,0.0040664619425102,-0.0331467139992441,-1.3164253972127566
3877000000,0.7738326688435281,-0.0946434409250526,-0.0257618590767866,1030.8470091559916,9.770504729764474,19.015403199643856,-94.78747602642277,0.0062102872308221,-0.0057201174086843,-0.696921427618323,0.7170977871363015,-0.0272913329095747,-0.8149961390433539,-0.0037719524497144,-0.0004913121281656,-0.0041383695970925,-1.0219346888072405
3989000000,0.7037414688964705,0.1000566934558694,-0.0177828464150545,1030.8471628610437,9.771586211157906,18.93818005762634,-94.78749170040766,0.0058816058210287,-0.0059457017538715,-0.7277748867450271,0.6857650979503718,0.0434821488366698,-0.7374415462702265,0.0001388327031781,-0.0008015246250119,0.0066611766035049,-0.7449294979951769
4101000000,0.6871081423495776,0.1307720409842115,0.0549032101685409,1030.849454876804,9.778338194131884,18.866804963522075,-94.787725427405,0.0051415341465298,-0.0057102432094611,-0.748626536257978,0.6629474088941679,0.0641900134121989,-0.6921144393614537,-0.002290605108666,0.013137132398915,0.0419008445384725,-0.5002441060677172
4213000000,0.7050749014961194,0.1039267452841983,0.0046498515681302,1030.8558797791152,9.78691058585409,18.76506167762834,-94.78881790572662,0.0021465576546892,-0.0023891534402414,-0.7659793794490111,0.6428571182580015,0.0438759290479034,-0.6688424638852094,-0.0093194616362418,0.0100612804452648,0.0724686070199025,-0.2204072522520442
4325000000,0.578667394327331,0.1083521256248174,-0.0042349821246321,1030.8649973023005,9.790121230355451,18.698813624068,-94.7893013851666,-0.0002089747890387,0.0003646968949636,-0.7703595587640415,0.6376095776778953,0.0178004645082265,-0.6491006684979282,0.0076521727788354,0.0037332412786436,0.0446865229001604,-0.0389106289502944
4437000000,0.7468129805179069,0.1232685016655796,-0.0169426848364804,1030.8655783108811,9.790293414806404,18.632983524971912,-94.78918873509096,-0.0004968490044945,0.0007711311022026,-0.768750614381894,0.639548005536215,-0.0048695943432977,-0.6682800879174478,-0.0044013185362214,-0.0021160929676128,-0.0176343532527064,0.1080766135679464
4549000000,0.7489001599779039,0.1876572388868809,-0.0297104487292047,1030.8671431968614,9.788951613935298,18.565455280300053,-94.78951418232262,0.0003657752668972,-0.0003310886687561,-0.7639971558536266,0.6452194219304911,-0.0175978867290405,-0.6724622407529537,0.0087595486009898,0.0065324337766261,-0.0207609848520454,0.1578620525510526
4661000000,0.7798961495602739,0.1072735355281078,0.0188026995094405,1030.8674026232145,9.78801883667138,18.460352030356724,-94.78955563859591,0.000298407464559,-0.0002348575081438,-0.7567453449897414,0.653709674573731,-0.0032237613935831,-0.7104355507765547,0.0103415601909554,0.0024425735799668,-0.0004688998953327,0.1430276377176284
4773000000,0.8074097239336928,0.0632598022445113,0.0350898957978744,1030.86717262403,9.788542584695062,18.386927136340905,-94.78953218456049,0.0002551308665576,-0.0002744147369507,-0.7522289327066372,0.6589017319781659,0.0144120626471376,-0.7475995843960204,0.0003925353167411,0.0018827372197654,-0.0172142176872033,0.1393479018297394
4885000000,0.7588048650099658,0.0838652391505586,0.0228358602578637,1030.8666733425753,9.789513814358132,18.31084048853432,-94.78948127061491,1.467480211942602e-05,4.203182222563259e-05,-0.7484124242666311,0.6632336249175853,0.0209350881955425,-0.7833506251442665,-0.0083075592289193,0.0081835318990893,-0.0133566159570488,0.1317469213281824
4997000000,0.8118931023740253,0.1367270258229891,0.0056726800244357,1030.8674753206262,9.79045995401915,18.231781898096816,-94.78956305187376,0.0002978639993609,-0.0002355467571503,-0.7444133091852958,0.667719013434963,0.0168812994566619,-0.8022266495820669,0.0020463722379094,0.0054916731767098,-0.0025473035707705,0.0979972550745712
5108000000,0.7916329530265459,0.0199985983602795,-0.0462871544530234,1030.8677142529232,9.791602442704647,18.107875679378207,-94.78955293091904,0.0002258811984396,-0.0001693700278841,-0.7399106826772421,0.6727050631231904,-0.0077807339644523,-0.8500890895333026,-0.0013247842804414,-0.0136324801055213,0.0083631057797349,0.0778062389820107
5221000000,0.9233079787179715,0.0721344171323225,-0.0649404846250036,1030.8675257286604,9.792292789864623,18.02130416680551,-94.78957132269385,0.0002343449115361,-0.0001687402002834,-0.7375691056613107,0.6752715979390674,0.0106973898390916,-0.8794639178986186,0.0026302138708747,0.0174392731300514,-0.0138811174716197,0.081758696377256
5333000000,0.940820372553624,0.1076250832019882,-0.0721003784916853,1030.8676704110171,9.792626159307428,17.93136737981115,-94.78960375193589,0.0002938645725951,-0.0002518390276693,-0.7354470607511363,0.6775820769864206,0.0064133580861505,-0.91900296598762,-0.0034234984059219,-0.0052799124117501,0.0061865144948308,0.0411737906329835
5445000000,0.9750224340614452,0.0896389314146696,0.0804854520900577,1030.8677848818793,9.79318381681808,17.83808257565903,-94.78960485472383,0.0002801061961683,-0.0001979956361697,-0.7341267366456249,0.6790123834513568,-0.0027308405506064,-0.9418957995839898,0.0072147526595314,0.0053697324568843,0.0145226732221425,0.030679976296272
5557000000,1.0217498192019443,0.117075537684555,-0.0054694501301028,1030.8679986223162,9.7936474996368,17.692302007144534,-94.78961641527329,0.0002432709670333,-0.0002239721969159,-0.7325265322140483,0.6807384007518252,0.0071624318062247,-0.9958329245005104,-0.0028618377366046,-0.0068798003417211,0.0160680080548303,0.008475352258239
