timestamp x y z qw qx qy qz
24.0 -0.002339916028424158 -0.11141080397188419 -0.0002620868033061068 -0.0006891811794421706 -6.55275379380168e-05 -0.00020084514832094578 -0.0006275205922684365
25.0 -0.001405850360295651 -0.10889921451365198 -0.0002491992217298459 -0.0007386445463007995 -6.534385652406645e-05 -0.000209904914794106 -0.0006818911727455498
26.0 -0.0010250640833162916 -0.10812895139237758 -0.00024168215414490464 -0.0007746481178178312 -6.365275688505872e-05 -0.00021761697188512946 -0.0007777905913496559
27.0 -0.0008006855720324417 -0.10694035002572994 -0.0002396798583436608 -0.0007666440732385635 -6.520388250359596e-05 -0.00021835851546092274 -0.0006859891593459955
28.0 -0.001700086224841519 -0.10961188049269513 -0.0002545597834148461 -0.0007177091907707083 -6.465752094715923e-05 -0.00020558378583723216 -0.0006380418750021218
29.0 -0.001893506184981563 -0.10828056816529252 -0.0002522534781836556 -0.0007533621807132992 -6.263038634642991e-05 -0.00020289390383116627 -0.0007114078186065006
30.0 -0.0021647342088802744 -0.10905288959882933 -0.00025416802188957575 -0.0007213419588165944 -6.24854199609337e-05 -0.00019957061565879203 -0.000696883576152534
31.0 -0.0013702673201938893 -0.10718928401440582 -0.00024397888714845051 -0.0007597705655808274 -6.370937523605567e-05 -0.00021100831314931968 -0.0006500599618610845
32.0 -0.0006972723473982393 -0.10821029986419863 -0.00023389840389588537 -0.0008378098249611752 -6.0360648501094545e-05 -0.0002342247958196915 -0.0009216119506551912
33.0 -0.0011849646052190794 -0.1075864599507231 -0.00024408302033178774 -0.0008160061826846151 -6.163900757578319e-05 -0.0002130270362323632 -0.0007362357139446159
34.0 -0.001217894019660826 -0.10582977511524709 -0.00024143908427558825 -0.0007938909928595697 -6.350325180395821e-05 -0.00021347195339849274 -0.0006871569210864651
35.0 -0.0012015244144781845 -0.10563846788346175 -0.00024071530326987686 -0.0007912081220079151 -6.525810814879938e-05 -0.00021371069750710187 -0.0007281715224885189
36.0 -0.0015212289867314968 -0.1022658425603776 -0.0002346140626609744 -0.0008057528952343036 -6.0675699775333434e-05 -0.00020174362374342157 -0.0009463299183600077
37.0 -0.0016455152375246366 -0.10372729969699378 -0.00023814663566876318 -0.0007976749591641741 -6.276949616559753e-05 -0.0002054171473691013 -0.0008804874932955689
38.0 -0.0009872460182660649 -0.10420498102699208 -0.00023542658918827998 -0.0007560541379623795 -6.929768788289795e-05 -0.00021743623832193282 -0.0009185232079126775
39.0 -0.0013137233598532012 -0.10540552247352157 -0.00024528567322496165 -0.0007829879913713723 -6.505428969207043e-05 -0.00020738689028444545 -0.0007164582067367117
40.0 -0.0013520571751361116 -0.10500036424409792 -0.00024006216599183273 -0.000807173620311748 -6.374658072681095e-05 -0.00021008270112353458 -0.0007672837135876004
41.0 -0.0014838754970602425 -0.1045454954637587 -0.00023942207116643254 -0.0007877379507787109 -6.34031009443059e-05 -0.00020879269560846635 -0.0007906054351599883
42.0 -0.0012787354702445027 -0.10466563758692685 -0.0002530926747426248 -0.0007930746341222788 -6.681933482877995e-05 -0.00018769219814127072 -0.000633159395875791
43.0 -0.0010309888639952172 -0.10442432269483702 -0.00024243876351040284 -0.0007700104061113676 -6.83501387438289e-05 -0.00020775693729292236 -0.0006928714456227098
44.0 -0.0011705807882882056 -0.10438177819446928 -0.00024161460127576512 -0.0007697926878679815 -6.776265780577864e-05 -0.00021131728788369722 -0.0006976940613786749
45.0 -0.001499240642300118 -0.10443037580109038 -0.0002403033198420066 -0.0007731780262467391 -6.434791859117238e-05 -0.00020745698825982195 -0.0007773202276191248
46.0 -0.0017521772551171199 -0.10647715292586912 -0.0002480087442725181 -0.0007313853954296354 -6.509782747343568e-05 -0.00019859274958752043 -0.0006924879117227614
47.0 -0.0017700182108522223 -0.10542602817185028 -0.00024440472849786244 -0.0007545007111400207 -6.380248563555187e-05 -0.0002008598432717396 -0.0007743145896281849
48.0 -0.0016672631508557658 -0.10425930017106314 -0.00023905041021535884 -0.0007561961978938928 -6.531015625028621e-05 -0.0002061203101382671 -0.0008543528541365175
49.0 -0.0011418510151171436 -0.10186415739668551 -0.0002585458337435027 -0.0007430655824361629 -7.603052159767166e-05 -0.0001690420818132278 -0.0006827615596725403
50.0 -0.0012679359788052836 -0.10638462729180614 -0.00027682169835483464 -0.0006634689796584631 -7.543050459325818e-05 -0.00016296545909648972 -0.0003640159711834917
51.0 -0.0010345439094284021 -0.10636416869786412 -0.0002537401272119015 -0.0007316971319166725 -6.997889152063077e-05 -0.0001997068155693398 -0.0006286947200212696
52.0 -0.001687557081920841 -0.10738869381309246 -0.0002581362532754021 -0.0006845942729985755 -6.990266817648906e-05 -0.000194155161881246 -0.0006240527009362935
53.0 -0.0016254184388009507 -0.10586320568303663 -0.00024106208667267173 -0.0007753735069121122 -6.277378447896305e-05 -0.00020367587053015908 -0.0008510285352103833
54.0 -0.0018076535100867354 -0.10554825744392379 -0.00024648959909062625 -0.0007475638731132236 -6.460969646254698e-05 -0.00020081191729219282 -0.0008162209806029469
55.0 -0.0007577865445993755 -0.10535978055474403 -0.00023692703072726188 -0.0007757772479109887 -6.976581798135402e-05 -0.0002221629158865388 -0.0007684235057884765
56.0 -0.001003150866905357 -0.10579710677902458 -0.00025276659643536304 -0.0007709043964675737 -6.966718985428405e-05 -0.00019419078018156015 -0.000558035892196436
57.0 -0.0011140254019446213 -0.10558713512914647 -0.00024902522973579684 -0.0007418419476115587 -6.803819353306361e-05 -0.00020696569215583374 -0.0006421250704344109
58.0 -0.0013875863558592398 -0.10488071067631966 -0.0002466934873629036 -0.000734754230389178 -6.703121803639536e-05 -0.00020603049432055829 -0.0007039166831089571
59.0 -0.00146310276730676 -0.1058935322953324 -0.0002490812880824396 -0.0007434659296977717 -6.528224382050798e-05 -0.00020744467368558628 -0.0007259027250032333
60.0 -0.0011611063920080895 -0.10794163308895202 -0.0002685710935180776 -0.0007639746906538665 -7.022759091831099e-05 -0.00018291101588762892 -0.00043452651687689005
61.0 -0.0014047914975039142 -0.10557914528400762 -0.0002513402699232264 -0.0007622951490846025 -6.77568049588289e-05 -0.00019837059639719754 -0.0006673364151545639
62.0 -0.0017182754672764964 -0.10565548218094031 -0.00025194942447535586 -0.0006940405478264332 -6.673478658362727e-05 -0.00019510638991785214 -0.0006617713215552673
63.0 -0.0015884339644931045 -0.10462040844259834 -0.00024555489490945626 -0.0007210377651729165 -6.8819290134688e-05 -0.00020490962379565665 -0.0008184693582393019
64.0 -0.0014337352199791987 -0.10377929551533947 -0.0002385426029831504 -0.0007366221079402973 -6.828957190885977e-05 -0.00021050343945084484 -0.0008189324014034071
65.0 -0.0016543467033852603 -0.10444851094519234 -0.0002460163846871536 -0.0007077303655529542 -6.648710011547894e-05 -0.00020257560735970783 -0.0007855122098454491
66.0 -0.0015818482481169938 -0.10361230522065312 -0.0002429971125548962 -0.0006881552634680775 -6.779394590677143e-05 -0.00020470258197657882 -0.0008060786163062723
67.0 -0.0017864024369739194 -0.10663978735341087 -0.0002543410866791902 -0.0006510419533413173 -7.108196672644002e-05 -0.00019415427202746808 -0.0005243053076371679
68.0 -0.0017189623935801848 -0.10516013693762967 -0.00024295582472639798 -0.0006921554992649399 -6.48340599614705e-05 -0.00019902083228373623 -0.0006834925558299725
69.0 -0.0016258166575536532 -0.10405906438249309 -0.00024014220046424153 -0.0007045663878114312 -6.537816087387177e-05 -0.0002021294045474327 -0.0007916003053114827
70.0 -0.0016132507763316343 -0.10361560667164785 -0.00023655235653832895 -0.0006966384272381718 -6.301659558240283e-05 -0.00020204779759704688 -0.0008182839032314572
71.0 -0.0017726389518295204 -0.10454939939152785 -0.0002429058863969379 -0.0006736620995421183 -6.458425294313506e-05 -0.00019775665631094133 -0.0007511312141696742
72.0 -0.001439613179124837 -0.1040424304950846 -0.00023972049221673207 -0.0007208918847220086 -6.617468120272434e-05 -0.00020644662083149458 -0.0007533804721259558
73.0 -0.0014504199313106613 -0.10393061134091876 -0.00024137649067295196 -0.0007216546741468284 -6.809331303130127e-05 -0.00020816062814215937 -0.0008260342678570938
74.0 -0.0017979539290931513 -0.10574751778863303 -0.00024994400589336353 -0.0006563904032171477 -6.924116934774874e-05 -0.00019597058435178233 -0.0006718916521927544
75.0 -0.0015743857592047895 -0.10480256374388051 -0.00024339395321772833 -0.0007084757667170987 -6.672821136836739e-05 -0.00020450695591808476 -0.0006896396265459859
76.0 -0.0015510929172805141 -0.1042491786861026 -0.00024259130239121478 -0.0006903474833420935 -6.386289090702088e-05 -0.00020142753675488553 -0.0007250399847696652
77.0 -0.0018361808059164863 -0.10576039034116835 -0.00025233392550539756 -0.0006188872645075044 -6.689388014132031e-05 -0.0001920034546058405 -0.0006072945445978907
78.0 -0.001713841016017798 -0.10528222182853587 -0.0002483266989199599 -0.0006882655887297834 -6.530586209063254e-05 -0.00019882080334822556 -0.0006930641116089242
79.0 -0.0013072030519068962 -0.1052603282065449 -0.00024324667798116285 -0.0007340480541364909 -6.690282775502849e-05 -0.00021362701596608035 -0.0007269567070431659
80.0 -0.0017148872250835425 -0.10535709116306442 -0.0002452146848849736 -0.0006606981733763088 -6.779805018976093e-05 -0.000199852148007758 -0.0007204460352729694
81.0 -0.0012642752058139497 -0.10672572483754063 -0.0002644567437582022 -0.000711756508815718 -7.030765843064692e-05 -0.00017788351620013544 -0.0004887683436991725
82.0 -0.001460212515112614 -0.10452347844675125 -0.0002531381002852606 -0.0006579070019513656 -6.909147035833189e-05 -0.00019037429089039602 -0.000677644055198582
83.0 -0.0014220139827902426 -0.1047536597144035 -0.00024849162391996256 -0.0006745406526002082 -6.745754234112363e-05 -0.00020150452155877992 -0.0007439578724070386
84.0 -0.0012002925577963748 -0.10358952309239035 -0.00024202797191376588 -0.0006945846701865795 -7.213805215898544e-05 -0.00021157495232086522 -0.0008101605036365039
85.0 -0.0012554591260640552 -0.10433661720407363 -0.00024426741259183445 -0.000673010091572959 -6.879533072650474e-05 -0.00021068475883049344 -0.0007890511556468896
86.0 -0.0012740144049671238 -0.10308017221383871 -0.00024092904333309186 -0.0006494111102449001 -7.115921065364821e-05 -0.00021002317877832422 -0.0007965387184109413
87.0 -0.0013354518826913713 -0.10279534076776636 -0.00024338499358765987 -0.0006194248685207002 -7.214193695676235e-05 -0.0002059552938839774 -0.0008387903696189498
88.0 -0.001533576214447975 -0.10355624600976064 -0.00024529429962139786 -0.0006483534607292324 -6.88660336619289e-05 -0.00020181807678795123 -0.0008339887045840331
89.0 -0.0011890540066536817 -0.10218258645677723 -0.00023640020912375502 -0.0006394317721329418 -7.043219067774756e-05 -0.00020849322176327202 -0.0008259647475770384
90.0 -0.001029938747208558 -0.10218421378323142 -0.0002378890000239805 -0.0006168899008588368 -7.321989154512443e-05 -0.00021394109883015824 -0.000781626107899901
91.0 -0.0010905970166862503 -0.10426175389674555 -0.00024101772555823684 -0.0006722763918928079 -6.968263508995903e-05 -0.00021780305495807585 -0.0008040686007874537
92.0 -0.0011829792650846532 -0.10354691045432288 -0.00024122617885378127 -0.0006445907597256768 -7.12410043610252e-05 -0.00021381714634797504 -0.000829539731790954
93.0 -0.0014326080070449782 -0.10467530866679318 -0.00024564629963170375 -0.0006648021744832657 -6.682241404105222e-05 -0.0002068466248611583 -0.0007817305148490976
94.0 -0.0013472377194599294 -0.1037324473359958 -0.00023946702633342775 -0.0006787789004508418 -6.581048065917587e-05 -0.0002073941284952812 -0.0007603923518206294
95.0 -0.0012620243652427714 -0.10562094380600401 -0.0002470942394808011 -0.0006169114026817449 -6.378001134660172e-05 -0.000211518592562224 -0.0008105478419421297
96.0 -0.0013576364082146374 -0.10425312741517838 -0.00024269905225217725 -0.0006512138742329993 -6.437017888893339e-05 -0.00020526713835223676 -0.000784959892688232
97.0 -0.0014214064935993047 -0.10336896791313163 -0.00024151778285163642 -0.0006254387406216676 -6.649882834917347e-05 -0.00020411501296953795 -0.0007547912485915141
98.0 -0.0016268079622169293 -0.10521991011213702 -0.00025019286554314214 -0.0006092342644155618 -6.487925410287633e-05 -0.000199543308388965 -0.0006299114970749765
99.0 -0.0014547064186279418 -0.10591183129371087 -0.00025040431533038715 -0.000627561343379348 -6.288137663342e-05 -0.00020403564802440088 -0.00065542055433037
100.0 -0.0012421436302321586 -0.1038241222445712 -0.00024497618254462747 -0.0006541985310927692 -6.938341621957394e-05 -0.00020816918679691067 -0.0007541271838868742
101.0 -0.0014129476144061912 -0.10558009326951383 -0.0002496250073958289 -0.0006629390233757523 -6.520532304032207e-05 -0.00020534755425626836 -0.0007571911028998626
102.0 -0.001122372470641476 -0.10276856089514383 -0.0002437704497963652 -0.0006283784399159337 -7.322629811420248e-05 -0.00020842839910782684 -0.0008167406026658989
103.0 -0.0011044525062701262 -0.10405465350110397 -0.0002461383712190125 -0.0005914617657019766 -6.85099362844543e-05 -0.00020936409526949175 -0.0007942884328471661
104.0 -0.0009452809365698038 -0.10325632913690097 -0.00024077893540483706 -0.0006901081606533891 -7.325638287077918e-05 -0.00021533653203416442 -0.0008319919096581751
105.0 -0.0014604447942650096 -0.10441695648517543 -0.00024711582455279405 -0.000632208945869503 -6.620955641076477e-05 -0.000201705012272256 -0.0006745926291431104
106.0 -0.001453673186899867 -0.10564382369491417 -0.00025172463626220437 -0.0006046235194751234 -6.308717427773917e-05 -0.0002016210311528537 -0.000682952731321689
107.0 -0.0011849084053490381 -0.10319442082770139 -0.00023979046118817167 -0.000653509266101135 -6.900017670295074e-05 -0.0002080228871242792 -0.0008093165133592242
108.0 -0.0019472503072849436 -0.1060374128414259 -0.00025215500322066023 -0.0005243382542779621 -7.254244553677671e-05 -0.0001967659045056316 -0.0005473625815130846
109.0 -0.001740468750168287 -0.10448238484772275 -0.00025071146306894325 -0.0005654223363413462 -7.145659329433275e-05 -0.00019407865034242665 -0.0007049503056709163
110.0 -0.002254041441905926 -0.10784459219858866 -0.0002620933889179827 -0.0004636285655171784 -7.601469431663998e-05 -0.000190314079727372 -0.0005281060506206652
111.0 -0.0014617601157369872 -0.10389156137213026 -0.00024668476743045024 -0.0005567673527643697 -7.508131812673242e-05 -0.0002041219475684259 -0.0007069418832887765
112.0 -0.0011561522999762564 -0.1028043643348498 -0.0002433145127028992 -0.0006090806845671388 -7.426654585902505e-05 -0.00020954748166717173 -0.000767773400343948
113.0 -0.001244669785091042 -0.10342022518727326 -0.00024533054921234133 -0.0006052170259783227 -6.802899419554339e-05 -0.00020531013668341876 -0.0007129318345829753
114.0 -0.0011906657191664933 -0.10202237434559107 -0.0002414950312080597 -0.0005929481544283922 -7.212845255647944e-05 -0.00020470002887234304 -0.000806549456133653
115.0 -0.0012330862944206786 -0.10211412189849708 -0.00024229432486861337 -0.0006000508606667971 -7.217028602851916e-05 -0.00020338099586899352 -0.0008196410788877096
116.0 -0.0012301972250296223 -0.10423712697492547 -0.00024746265347819245 -0.0005977595383258031 -6.697389284264317e-05 -0.00020567133094738098 -0.0008011646533486074
117.0 -0.0015138226144754698 -0.10414719531023225 -0.00025115248425762904 -0.0005428417037457079 -6.768465199108892e-05 -0.00019356538791157082 -0.0007134907223503553
118.0 -0.001326900283323504 -0.10280811312722087 -0.00024276910864297788 -0.0005921930123796856 -6.881466480414913e-05 -0.0001996120478025298 -0.0007930926933818381
119.0 -0.0015124009178273078 -0.10334149827126603 -0.0002478652467667212 -0.0005522832361763926 -6.704628668545334e-05 -0.00019271042557002767 -0.0007190681079716748
120.0 -0.0016406760388829819 -0.10415167844821177 -0.00024963473275077855 -0.0005870121273082932 -6.798953552365678e-05 -0.0001926073537069108 -0.0007252694309139319
121.0 -0.0014267546536471604 -0.1036951735184102 -0.0002504264895157623 -0.0005252734592384178 -6.830790545195301e-05 -0.00019598455418564492 -0.0007408194734740837
122.0 -0.0006131779300720073 -0.10125087911577986 -0.0002352427634420558 -0.0006333699624969257 -7.527614766199625e-05 -0.00021789261381560134 -0.0008542931893827247
123.0 -0.0005827904055180352 -0.10092855409413232 -0.00022968544610986122 -0.0006560451798244852 -7.333060755593055e-05 -0.000220816341498474 -0.0008553179810574257
124.0 -0.0011429648883027556 -0.10320895843732189 -0.0002472051372895905 -0.0005723684112496873 -6.706535288755466e-05 -0.00020089692880163556 -0.0007400118534993953
125.0 -0.0012962608151935854 -0.1025466815339471 -0.00024623692750256763 -0.0005649773292967786 -6.944790952547056e-05 -0.00019807059949180153 -0.000780965556700289
126.0 -0.0012335714296108572 -0.10200350689490927 -0.00024272323712356473 -0.0005868263782377971 -7.113029770361268e-05 -0.00020172757767310376 -0.0008223650800778037
127.0 -0.0014597881330780233 -0.10623711164221847 -0.0002577386109033802 -0.0005305423925090921 -6.265524569746655e-05 -0.00019676164232843813 -0.0006714996583393723
128.0 -0.0014004313384337495 -0.10647055325725807 -0.00025490812970073613 -0.0005505234288259025 -5.9863956501741126e-05 -0.00019945124291944537 -0.0006271005108248654
129.0 -0.0012837147238955156 -0.10677068029743589 -0.0002576811260673576 -0.0005410287108095265 -5.8428673457983604e-05 -0.00019889119438737897 -0.0007076395599240792
130.0 -0.0015271398393380104 -0.10668262380634 -0.00026367095574796886 -0.0004849999245304421 -6.182453737275118e-05 -0.00018975384658099899 -0.0006481851343661353
131.0 -0.0014693219717329027 -0.10499734807987537 -0.00026009266181276016 -0.0005084963578269903 -6.199897809554111e-05 -0.00018659985225241937 -0.0006599398196785548
132.0 -0.0011679812959726865 -0.10466440204868592 -0.0002553593449932616 -0.00048661041660749726 -6.427462469355565e-05 -0.00019929882780552504 -0.000749762578737042
133.0 -0.001498042239314084 -0.10386892770327812 -0.00025126150591188397 -0.0005209036030195899 -6.926610937958926e-05 -0.00019255990222954614 -0.0007630941906304083
134.0 -0.0012534568540858951 -0.10547709351816922 -0.0002551562540089007 -0.000517035437785202 -6.224656949296384e-05 -0.00019748190122438996 -0.00076826994560329
135.0 -0.0011221764855927363 -0.10332252642851386 -0.0002493501954225996 -0.000551390863940417 -6.804617567635411e-05 -0.0002024298269476884 -0.000768990972875265
136.0 -0.0012362030698289013 -0.10401011700347433 -0.00025524963239903183 -0.0005317951192910119 -6.392717003975078e-05 -0.00019329266820516006 -0.0007113259366640126
137.0 -0.0014349787388828919 -0.10630882796704703 -0.0002605107571583165 -0.000533170540227544 -6.083995187232599e-05 -0.00019459581955742812 -0.0006940591104866313
138.0 -0.0013754175434742718 -0.10482339226886328 -0.0002571614864322125 -0.0005016238690384168 -6.409985275224783e-05 -0.00019494487925934302 -0.0007415444579127209
139.0 -0.001257227051452798 -0.1045452973544753 -0.00025474118157169757 -0.0005174891723670451 -6.510007499222559e-05 -0.00020014227624697462 -0.0007405189460524911
140.0 -0.0012552117604264638 -0.1038706504756169 -0.00025428088393682295 -0.0005128588363443261 -6.33215581264936e-05 -0.00019421297654462596 -0.0007064204554151686
141.0 -0.0014727093677991058 -0.10397214425664111 -0.00025669199670945285 -0.0005055207341961457 -6.405879014723845e-05 -0.00018944331217121376 -0.0006704420770023623
142.0 -0.001181574352008331 -0.10307736132080303 -0.0002521657473732749 -0.0005818082907216518 -6.925799084919092e-05 -0.00020063475646444435 -0.0007316079356245124
143.0 -0.000699535367063012 -0.10156525103855499 -0.00024537664618070536 -0.0005907684011400551 -7.188970617692305e-05 -0.0002081919300158002 -0.0007788064273377252
144.0 -0.0010739747903550938 -0.10204891508101988 -0.0002517301349675222 -0.0004948429732833174 -6.955806714315025e-05 -0.0001939399550942828 -0.0007417672553535754
145.0 -0.0015135431057781464 -0.10448331800387409 -0.0002513605065146948 -0.0005387611501707754 -6.150083754730205e-05 -0.00019598186399618522 -0.0006895870753338485
146.0 -0.00147309443158928 -0.10515092961771574 -0.00026231568774333515 -0.0004579585236650918 -6.148093138543931e-05 -0.00018717821087718773 -0.0006467477215796758
147.0 -0.0013786822351154347 -0.10569276668090294 -0.000261780742504106 -0.00044351823561154064 -6.082382518005114e-05 -0.00019257928891294585 -0.0006854223652173662
148.0 -0.0010331257767025345 -0.10347453409704667 -0.00025691597534941606 -0.000441708322297743 -6.784422187085213e-05 -0.00020009487179678672 -0.0007289764452716921
149.0 -0.0010073622079607963 -0.10214696396926733 -0.0002509446406096437 -0.00046799017696047844 -6.919203613688966e-05 -0.00019729225799227024 -0.0007512992270331856
150.0 -0.0012987599355780153 -0.10472503437293365 -0.00026291947854763465 -0.00045116614131416753 -6.311606897055434e-05 -0.00018795345468511858 -0.000674795086374369
151.0 -0.0014835827957908956 -0.10480520158881153 -0.00026546130667158324 -0.0005034168417802162 -6.744835443962787e-05 -0.00018706089549919396 -0.0007008292897175082
152.0 -0.0014809006101910006 -0.10613956867587929 -0.0002673650125535757 -0.0004846208573667997 -6.225284413508422e-05 -0.00018800052785451212 -0.0006794171082663579
153.0 -0.0013165429411031927 -0.10526537441528018 -0.0002649044796342618 -0.00047146465783596365 -6.16394337668849e-05 -0.00018812553049516286 -0.0007064170157238305
154.0 -0.0013542882152957991 -0.10582243225876554 -0.000263271990269905 -0.000511176444700777 -6.142469738468573e-05 -0.00019204790860788995 -0.0006929542076250639
155.0 -0.001219679302093161 -0.10404887939121554 -0.0002595857616944958 -0.0004888322791642685 -6.592761055163686e-05 -0.0001949822902478268 -0.0007207527593573535
156.0 -0.0010743449899832955 -0.10334702829339465 -0.00025663495328809895 -0.0005644853018491324 -6.901418501351986e-05 -0.0001977286236244531 -0.0007643683716914932
157.0 -0.001226957148668671 -0.10659934869099791 -0.00026559432260806983 -0.0005357357950739895 -5.985233981716477e-05 -0.0001932050826593026 -0.000713122508535295
158.0 -0.0013082042957334168 -0.10686545321534834 -0.000270091823343096 -0.00048257198867835224 -5.8449364336837855e-05 -0.00018784306471452604 -0.0006631162923286216
159.0 -0.0010233604540386331 -0.10484796156894374 -0.0002627722308980768 -0.00044693735833597093 -6.181426906043797e-05 -0.00019395664632294282 -0.0007063662244697053
160.0 -0.0011383539736765937 -0.1041489193713488 -0.00025656989774831346 -0.0004942789299048712 -6.297935361992667e-05 -0.00019663158610207503 -0.0007450849697155416
161.0 -0.0011468322431383133 -0.10520924028191737 -0.0002600483159383512 -0.0004618367421488259 -5.8923980790751476e-05 -0.00019545977046665 -0.0007273086115873543
162.0 -0.001136452793623362 -0.10432090293989572 -0.0002568773763443449 -0.0005272998894280891 -6.115729646654611e-05 -0.00019509621271728413 -0.0007634724801620381
163.0 -0.0011026036155222863 -0.10601708280928343 -0.00026569012168974277 -0.0004468607099749022 -5.7966694982272374e-05 -0.0001912218812904786 -0.0007071138505069975
164.0 -0.0011372801954542895 -0.10495426008716123 -0.0002609853458666173 -0.0004525164280876696 -6.125460825030182e-05 -0.00019420119633130488 -0.0007338601243627525
165.0 -0.001232687347390425 -0.10422841779499672 -0.00025341436822486996 -0.0004905295837459279 -5.83740854232803e-05 -0.00019573645775051096 -0.0007381513225768183
166.0 -0.0009155142287123305 -0.10255683627441842 -0.00025146403180970213 -0.00046199475592830077 -6.11538196308138e-05 -0.00019345976980706983 -0.0007263842270153911
167.0 -0.0010443264907470736 -0.10314555075558857 -0.0002506580571540108 -0.0004827728185911713 -6.121909065566253e-05 -0.00019737286533925437 -0.0007384764887314905
168.0 -0.0010734150144648166 -0.10410103552374166 -0.0002561353573891356 -0.00045350771980066533 -6.139912521852763e-05 -0.0001965325321200023 -0.0007195990590112332
169.0 -0.0012685767578628742 -0.1042311441010214 -0.0002637103629210135 -0.0004342247938048048 -6.364347934310725e-05 -0.0001849566298738252 -0.0006635289302515134
170.0 -0.0012031449958537985 -0.10402085911326386 -0.00025593996395967765 -0.0004831760070658362 -5.6620555118923515e-05 -0.0001886851171653722 -0.0007233619030552191
171.0 -0.0010493043854500003 -0.10296816035275984 -0.0002542970135021167 -0.00046943185556686174 -6.033467430147683e-05 -0.0001895763850878718 -0.000722238106274275
172.0 -0.0011900825172869787 -0.10398015385627804 -0.00025625569159427083 -0.0004916064986530888 -5.8583527969200604e-05 -0.00018922846865195294 -0.0007386377815489545
