timestamp,gt_x,gt_y,gt_z,trans_x,trans_y,trans_z,kf_x,kf_y,kf_z,pos_err_trans,pos_err_kf,orient_err_trans,orient_err_kf
3541000000,9.822589883650307,19.3049119523451,-94.78894713416668,9.780743727530007,19.13883840653154,-94.79401825683163,9.78447999146932,19.153666401693467,-94.79356547802226,0.17133954501578547,0.15604137135366003,11.884488509426111,10.815245644377153
3653000000,9.805018741867228,19.24863885699832,-94.78912753841092,9.77869701578713,19.04262691351625,-94.79386962074642,9.781227494110933,19.093877223139653,-94.79374852450367,0.20774080356533486,0.156647822509202,13.59804774426162,9.614878438827839
3765000000,9.776616257718365,19.100922496416683,-94.78766246522908,9.770070727052753,18.93489972862455,-94.79362624985953,9.775722035334526,19.01653147113812,-94.79372426821969,0.16625874450438108,0.08461318004150362,7.900973968081582,1.2113400693565233
3877000000,9.770504729764474,19.015403199643856,-94.78747602642277,9.757923704641525,18.82716344657394,-94.79335636258912,9.766671737808952,18.918083258225018,-94.79357862520243,0.18875133160429952,0.09758639524525335,9.082438721525481,1.574427743238837
3989000000,9.771586211157906,18.93818005762634,-94.78749170040766,9.743968642386262,18.720170337586133,-94.79307661208878,9.754319937742375,18.805056369639278,-94.79334468604023,0.21982301830188772,0.13436628275632134,11.978882722971912,1.2873812470106265
4101000000,9.778338194131884,18.866804963522075,-94.787725427405,9.726984924706285,18.612549628941743,-94.79277753213393,9.738706227947937,18.68542558406322,-94.79305172087574,0.2594387349750357,0.18573513786739643,16.71234287464882,1.8627884874999485
4213000000,9.78691058585409,18.76506167762834,-94.78881790572662,9.72056025739259,18.51669118913862,-94.79258778847435,9.726213006046834,18.569916218016537,-94.79278057405391,0.2571079105268882,0.20440560007453665,19.83082644864428,4.531731141753297
4325000000,9.790121230355451,18.698813624068,-94.7893013851666,9.72931756365544,18.451351586608617,-94.79263567644449,9.72281234055371,18.472581839625565,-94.7926370270675,0.2548443904935723,0.2360559964187341,19.431358424989575,8.064803951535401
4437000000,9.790293414806404,18.632983524971912,-94.78918873509096,9.747647200780575,18.360840018717973,-94.79264196471632,9.729516088705893,18.376630697019536,-94.79255959975762,0.2754863197361542,0.2634805846655683,20.048617872456354,11.553789004064905
4549000000,9.788951613935298,18.565455280300053,-94.78951418232262,9.747279257583086,18.266699235765664,-94.79265436640782,9.734488943114695,18.280293229886503,-94.79252742092106,0.3016647479999425,0.2903319774255409,20.656760325388294,14.648284302976666
4661000000,9.78801883667138,18.460352030356724,-94.78955563859591,9.752233040588562,18.16775171074125,-94.79262280311815,9.740395879924925,18.181830246310412,-94.79250485956871,0.29479650224954324,0.2825792421639663,21.800854503859764,17.523734356450603
4773000000,9.788542584695062,18.386927136340905,-94.78953218456049,9.755994820105498,18.064638685314385,-94.79259575621182,9.746259924476378,18.08034154867666,-94.79248908628244,0.32394226046645086,0.3095016788102968,22.49563572372651,19.44708789790108
4885000000,9.789513814358132,18.31084048853432,-94.78948127061491,9.759199556032781,17.966832276313035,-94.7925770078844,9.751716656114999,17.979251769648318,-94.7924799693412,0.345355162003905,0.3337494507227965,23.098842381912174,20.919210418050234
4997000000,9.79045995401915,18.231781898096816,-94.78956305187376,9.757821919466023,17.865976270167558,-94.79257075535935,9.754837951205634,17.877332587610038,-94.7924793198126,0.36727107836646716,0.3562467479257739,23.51003417578703,22.122049821316438
5108000000,9.791602442704647,18.107875679378207,-94.78955293091904,9.755972611787383,17.76277757796499,-94.79255757901848,9.756082428867176,17.77401871309107,-94.79248024951089,0.3469455466790165,0.335753949367096,24.143980615758256,23.23064938083179
5221000000,9.792292789864623,18.02130416680551,-94.78957132269385,9.772980396705334,17.6534883192465,-94.79251925323553,9.763974405130753,17.667333050445272,-94.79247044315379,0.36833429997703393,0.3551139071209267,24.754802459700276,23.933192720431585
5333000000,9.792626159307428,17.93136737981115,-94.78960375193589,9.773704223404293,17.544257689146725,-94.79250391581155,9.769523646075193,17.558525058032977,-94.79246199913753,0.38758271790049426,0.37356832387616806,25.152782445661497,24.525018585544352
5445000000,9.79318381681808,17.83808257565903,-94.78960485472383,9.777026346954171,17.42961139592382,-94.79247506579924,9.774450589266484,17.446171827469318,-94.79244812735222,0.4088006930257011,0.3923685162705581,25.254744369887863,24.885012488169245
5557000000,9.7936474996368,17.692302007144534,-94.78961641527329,9.787011773395006,17.3134698531315,-94.79243395228406,9.781706673996693,17.330962995187072,-94.79242481193843,0.3789007420047065,0.361547164241667,25.57948072062423,25.2695232624976
5669000000,9.793772684541532,17.591712944271954,-94.78960691259604,9.796352845686142,17.192845176784722,-94.79238657365278,9.790245266593946,17.21214061109321,-94.79239204281593,0.39888579780103867,0.37959894064983013,25.771231173656794,25.54442960030357
5781000000,9.793988259845962,17.4887783127254,-94.789594299185,9.797529739397232,17.077673513321606,-94.79236549441413,9.796143568125684,17.093390892798308,-94.79236378782885,0.4111293928840946,0.39540299348605445,26.041996405678873,25.835756453653453
5893000000,9.794195117212457,17.38400997888395,-94.78963671768176,9.80807149696595,16.963051441936223,-94.7923196177224,9.804105517364295,16.975186786671586,-94.79232823114747,0.4211957284883849,0.40895215217261366,26.28248410843326,26.111510890500618
6005000000,9.794409650256236,17.27804044769614,-94.78962578927924,9.808997361990277,16.838670451073376,-94.79228555027368,9.809401787512515,16.85345495663626,-94.79229264751888,0.4396201423893918,0.4248584652927847,26.338639396792868,26.310490229301
6117000000,9.794623299792306,17.11683783458416,-94.78962391042012,9.817062349128191,16.715210173158376,-94.79222455518249,9.815834928265975,16.72986992200691,-94.79224580764541,0.4022624177208494,0.3875577026611137,26.61721789873118,26.591984865100667
6229000000,9.794852826655587,17.007762302944357,-94.78966806298016,9.818890032427971,16.58302693429443,-94.79217549915921,9.820419191853267,16.601544043547015,-94.79219641702824,0.42542238760992007,0.4070298586976386,26.82337391216874,26.828014705458415
6341000000,9.79503230654423,16.897899865394763,-94.78969992131869,9.825763491051857,16.46166196825954,-94.79212739387805,9.825852571171142,16.474745589161934,-94.79214597776091,0.43732573811888575,0.4242822331867322,27.02265172603643,27.024591654163117
6453000000,9.795237909096787,16.787661828424568,-94.78968727608088,9.830534513177936,16.337292361883847,-94.79208285108763,9.830999846692047,16.34797648603745,-94.79209661194805,0.451756843259123,0.4411438783321896,27.205415452474476,27.205716684829504
6565000000,9.795531267421811,16.62223228353272,-94.78971244535688,9.85282692785806,16.22609821322414,-94.79204307313267,9.843342193310686,16.226963188395295,-94.79205024308912,0.40026294631141957,0.3981570136307381,27.644378379294416,27.519046424173105
6677000000,9.795590428850762,16.512516741287378,-94.78973439238364,9.855510545032685,16.08768256369087,-94.79197945626294,9.852332520760504,16.098545186655073,-94.79199605515412,0.4290449150021233,0.41784833152409273,27.745427494170173,27.67715563704898
6789000000,9.795772524473346,16.403405088287936,-94.78975502514125,9.858277455973093,15.963091526059834,-94.79194019554126,9.858939978880446,15.970915048516185,-94.79194690007061,0.4447332622072087,0.43708416365014924,27.73050827429492,27.7148306671592
6901000000,9.795976019216273,16.295069477499673,-94.7897345986459,9.859965909341936,15.83878657582256,-94.79190120647473,9.863422611749227,15.844092272149132,-94.7919015223585,0.4607531731748189,0.4559980023514001,27.729919903476585,27.75415976538715
7013000000,9.796440934782837,16.134719901020397,-94.78974461667543,9.890667384559874,15.730508569507329,-94.7918718097979,9.878699395997284,15.72468672976815,-94.79186286015036,0.41505415226417386,0.4182082530557735,28.16284507372188,27.946086203315748
7125000000,9.796695821746756,16.029412427129348,-94.78977297095196,9.893108522588973,15.594418872027127,-94.79181899613542,9.889473231511102,15.598687862931305,-94.79181891056189,0.4455546970723245,0.4406080841689843,28.32367965131489,28.109169832643918
